amenities,built_year,detailed_address,developer,district,facing,floor_level,furnishing,link,mrt_distance,mrt_name,name,neighbourhood,overlooking_view,picture_url,price/sqft,price_month,property_type,sqft,tenure,total_units,unit_types,bedrooms,bathrooms
"['Clubhouse', 'Function room', 'Water feature', 'High ceiling', 'Stove', 'Concierge', 'Oven', 'Balcony', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",2011,108 Grange Road,,Tanglin / Holland (D10),North,High (24 total),Partial,https://www.99.co/singapore/rent/property/cliveden-at-grange-condo-4ixK4ZGmgEvgdN3Lem7XCc#enquiry_position_7164#enquiry_source_Search,20 min (1878 m) from ,Orchard MRT,Cliveden At Grange,River Valley,Greenery view,https://www.99.co/static/v3/icons/clubhouse@3x.png,$4.75 psf,"$13,500/mo",Condo Whole Unit,"2,842",Freehold,110,"3, 4, 5 BR",4,4
"['Clubhouse', 'City view', 'Pool view', 'Fitness corner', 'Closet', 'High ceiling', 'Stove', 'Fridge', '', '', '', '', '', '', '', '', '']",2007,30 Mount Sophia,Cathay Organisation Holdings Ltd,Orchard / River Valley (D9),North,High (17 total),Partial,https://www.99.co/singapore/rent/property/the-cathay-residences-condo-4W3uVmagkeFjiLcnashtTS#enquiry_position_7165#enquiry_source_Search,5 min (222 m) from ,Dhoby Ghaut MRT,The Cathay Residences,None,City view,https://www.99.co/static/v3/icons/clubhouse@3x.png,$5 psf,"$5,000/mo",Condo Whole Unit,"1,000",Freehold,76,"2, 3 BR",2,2
"['Gym', 'Sauna', 'Swimming pool', 'Squash court', 'Playground', 'Parking', 'Security', 'Bbq', '']",1996,7 Farrer Drive,Sommerville Properties Pte Ltd,Tanglin / Holland (D10),,,,https://www.99.co/singapore/rent/property/sommerville-grandeur-condo-rdSCcHaacResMUfGMRMip#enquiry_position_7166#enquiry_source_Search,5 min (276 m) from ,Farrer Road MRT,Sommerville Grandeur,Tanglin,,https://www.99.co/static/v3/icons/gym@3x.png,$3.55 psf,"$6,500/mo",Condo Whole Unit,"1,830",Freehold,96,"2, 3, 4 BR",3,3
"['Spa pool', 'Gym', 'Sauna', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Playground', 'Parking', '', '', '']",2000,10 Walshe Road,Lucky Realty Co Pte Ltd (Far East Organization),Tanglin / Holland (D10),,,,https://www.99.co/singapore/rent/property/gardenville-condo-xEeAoyWqrN5AZ85Q5ssTBe#enquiry_position_7167#enquiry_source_Search,10 min (859 m) from ,Stevens MRT,Gardenville,Tanglin,,https://www.99.co/static/v3/icons/pool@3x.png,$4.3 psf,"$15,000/mo",Condo Whole Unit,"3,490",Freehold,56,"3, 4, 5 BR",3,3
"['Water feature', 'Gym', 'Pool deck', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Steam room', 'Playground', '', '', '', '', '']",2010,21 Kim Yam Road,Hoi Hup Realty Pte Ltd,Orchard / River Valley (D9),,,,https://www.99.co/singapore/rent/property/waterford-residence-condo-nhYpzuJoQzUkhZsoYk2Fkn#enquiry_position_7168#enquiry_source_Search,20 min (1803 m) from ,Somerset MRT,Waterford Residence,River Valley,,https://www.99.co/static/v3/icons/water_feature@3x.png,$4.12 psf,"$7,500/mo",Condo Whole Unit,"1,819",999 Years,118,"1, 2, 3, 4 BR",3,2
"['Gym', 'Swimming pool', 'Playground', 'Parking', 'Security', 'Bbq', 'Tennis court']",1995,23 Jalan Merah Saga,Cycle & Carriage Ltd,Tanglin / Holland (D10),,,,https://www.99.co/singapore/rent/property/the-merasaga-condo-VFV3BGLwfWXYuLX7nveT37#enquiry_position_7169#enquiry_source_Search,5 min (158 m) from ,Holland Village MRT,The Merasaga,Bukit Timah,,https://www.99.co/static/v3/icons/gym@3x.png,$4.61 psf,"$6,200/mo",Condo Whole Unit,"1,345",99 Years,116,"2, 3, 4 BR",3,2
"['Function room', 'Pavilion', 'Gym', 'Pool deck', 'Swimming pool', 'Jacuzzi', 'Tennis court', 'Fitness corner', '', '', '', '', '']",2013,38 Cairnhill Road,Sing Holdings (Cairnhill) Pte Ltd,Orchard / River Valley (D9),,,,https://www.99.co/singapore/rent/property/the-laurels-condo-ANtWLnhmCRrM5uw7fGNnP#enquiry_position_7170#enquiry_source_Search,10 min (518 m) from ,Somerset MRT,The Laurels,Newton,,https://www.99.co/static/v3/icons/function_room@3x.png,$6.56 psf,"$3,600/mo",Condo Whole Unit,549,Freehold,229,"Studio, 1, 2, 3, 4 BR",1,1
"['Fun pool', 'Clubhouse', 'Function room', 'Study room', 'Tennis court', 'Water feature', 'Gym', 'Jogging track', '', '', '', '', '', '', '', '', '', '', '', '']",2008,2 Marina Boulevard,"City Developments Ltd,AIG Global Real Estate",Boat Quay / Raffles Place / Marina (D1),,,,https://www.99.co/singapore/rent/property/the-sail-marina-bay-condo-M7Z2NoqVecDgBeqSBHX835#enquiry_position_7171#enquiry_source_Search,5 min (216 m) from ,Downtown MRT,The Sail @ Marina Bay,None,,https://www.99.co/static/v3/icons/pool@3x.png,$5.11 psf,"$4,400/mo",Apartment Whole Unit,861,99 Years,1111,"Studio, 1, 2, 3, 4, 5, 10 BR",2,2
"['Clubhouse', 'Pavilion', 'Tennis court', 'Water feature', 'Gym', 'Mini golf range', 'Timber deck', 'Swimming pool', '', '', '', '', '', '', '', '', '', '']",2003,31 Bishan Street 11,Chip Eng Leong Enterprise Pte Ltd,Ang Mo Kio / Bishan / Thomson (D20),,,,https://www.99.co/singapore/rent/property/bishan-loft-condo-g9rPtcsQWTRJDXetieMGH8#enquiry_position_7172#enquiry_source_Search,15 min (798 m) from ,Bishan MRT,Bishan Loft,Bishan,,https://www.99.co/static/v3/icons/clubhouse@3x.png,$3.27 psf,"$4,500/mo",Executive Condo Whole Unit,"1,377",99 Years,384,"Studio, 3, 4 BR",4,3
"['Fun pool', 'Infinity pool', 'Pavilion', 'Gym', 'Pool deck', 'Timber deck', 'Viewing deck', 'Lounge', '', '', '', '', '', '', '', '']",2007,21 Delta Road,Valley Development Pte Ltd (Kheng Leong),Alexandra / Commonwealth (D3),,,,https://www.99.co/singapore/rent/property/domain-21-condo-pw8pkyS46PEHjKjYSVtFc3#enquiry_position_7173#enquiry_source_Search,15 min (896 m) from ,Tiong Bahru MRT,Domain 21,Bukit Merah,,https://www.99.co/static/v3/icons/pool@3x.png,$4.84 psf,"$5,000/mo",Condo Whole Unit,"1,033",99 Years,141,"2, 3, 4 BR",2,2
"['Water feature', 'Pool deck', 'Rooftop pool', 'Fitness corner', 'Parking', 'Security', 'Bbq']",2013,118 Killiney Road,Creslin Pte Ltd,Orchard / River Valley (D9),,,,https://www.99.co/singapore/rent/property/killiney-118-condo-4svaWWbk4bxfwg734Vn8KY#enquiry_position_7174#enquiry_source_Search,5 min (254 m) from ,Somerset MRT,Killiney 118,River Valley,,https://www.99.co/static/v3/icons/water_feature@3x.png,$4.7 psf,"$4,300/mo",Condo Whole Unit,915,Freehold,30,"Studio, 1, 2 BR",2,1
"['Clubhouse', 'Function room', 'Pavilion', 'Bridge', 'Gym', 'Pool deck', 'Spa pavilion', 'Lounge', '', '', '', '', '']",2015,11 Buckley Road,City Developments Ltd,Newton / Novena (D11),,,,https://www.99.co/singapore/rent/property/buckley-classique-condo-8ynFRqL2rvrpSBgeDNWQBP#enquiry_position_7175#enquiry_source_Search,10 min (452 m) from ,Novena MRT,Buckley Classique,Novena,,https://www.99.co/static/v3/icons/clubhouse@3x.png,$4.64 psf,"$6,500/mo",Condo Whole Unit,"1,400",Freehold,64,"2, 3, 4, 5 BR",3,3
"['Gym', 'Sauna', 'Swimming pool', 'Squash court', 'Playground', 'Security', 'Bbq', 'Tennis court']",1988,5C Ridley Park,City Developments Ltd,Tanglin / Holland (D10),,,,https://www.99.co/singapore/rent/property/tanglin-park-condo-An7Dn6SpKbrG9MoDAAL8EK#enquiry_position_7176#enquiry_source_Search,,,Tanglin Park,Tanglin,,https://www.99.co/static/v3/icons/gym@3x.png,$4.4 psf,"$4,500/mo",Condo Whole Unit,"1,023",Freehold,274,"Studio, 2, 3, 4, 5 BR",2,2
"['Infinity pool', 'Yoga corner', 'Pavilion', 'Gym', 'Pool deck', 'Lounge', 'Outdoor dining', 'Jacuzzi', '', '', '', '', '', '', '', '', '']",2014,48 Spottiswoode Park Road,Uol Development Pte Ltd,Chinatown / Tanjong Pagar (D2),,,,https://www.99.co/singapore/rent/property/spottiswoode-residences-condo-2QBtMVzQK74Tp4HywEoFub#enquiry_position_7177#enquiry_source_Search,15 min (802 m) from ,Outram Park MRT,Spottiswoode Residences,Bukit Merah,,https://www.99.co/static/v3/icons/pool@3x.png,$5.69 psf,"$3,550/mo",Condo Whole Unit,624,Freehold,351,"1, 2, 3, 5 BR",1,1
"['Clubhouse', 'Sauna', 'Swimming pool', 'Wading pool', 'Squash court', 'Playground', 'Badminton court', 'Parking', '', '', '']",1985,137 Sunset Way,,Clementi Park / Upper Bukit Timah (D21),,,,https://www.99.co/singapore/rent/property/clementi-park-condo-nNb58zUdFeYcaRqb3WrXWo#enquiry_position_7178#enquiry_source_Search,,,Clementi Park,Clementi,,https://www.99.co/static/v3/icons/clubhouse@3x.png,$2.79 psf,"$3,000/mo",Condo Whole Unit,"1,076",Freehold,489,"1, 2, 3, 4 BR",2,2
"['Function room', 'Water feature', 'Gym', 'Viewing deck', 'Spa pool', 'Swimming pool', 'Wading pool', 'Jacuzzi', '', '', '', '', '', '', '', '']",2016,14 Whampoa East,Ue Development (Bendemeer) Pte Ltd,Balestier / Toa Payoh (D12),,,,https://www.99.co/singapore/rent/property/eight-riversuites-condo-r6NGRD4AFQcLC69DiRefBG#enquiry_position_7179#enquiry_source_Search,5 min (358 m) from ,Boon Keng MRT,Eight Riversuites,Kallang,,https://www.99.co/static/v3/icons/function_room@3x.png,$4.57 psf,"$3,200/mo",Condo Whole Unit,700,99 Years,862,"Studio, 1, 2, 3, 4 BR",2,2
"['Clubhouse', 'Gym', 'Swimming pool', 'Squash court', 'Playground', 'Fitness corner', 'Parking', 'Security', '']",1997,2 Leonie Hill Road,Lucky Square Pte Ltd (Far East Organization),Orchard / River Valley (D9),,,,https://www.99.co/singapore/rent/property/leonie-condotel-condo-xmEormhpxLiyD34CJi9hQQ#enquiry_position_7180#enquiry_source_Search,10 min (602 m) from ,Somerset MRT,Leonie Condotel,River Valley,,https://www.99.co/static/v3/icons/clubhouse@3x.png,$3.56 psf,"$9,700/mo",Condo Whole Unit,"2,722",Freehold,120,"Studio, 1, 2, 3, 4, 5 BR",4,5
"['Gym', 'Jacuzzi', 'Lap pool']",2016,38 Scotts Road,Far East Success,Orchard / River Valley (D9),,,,https://www.99.co/singapore/rent/property/the-scotts-tower-condo-GSxLejfPmie89R6hLb4kh9#enquiry_position_7181#enquiry_source_Search,10 min (384 m) from ,Newton MRT,The Scotts Tower,Newton,,https://www.99.co/static/v3/icons/gym@3x.png,$7.85 psf,"$7,100/mo",Condo Whole Unit,904,103 Years,231,"Studio, 1, 2, 3, 5 BR",2,2
"['Gym', 'Sauna', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Steam room', 'Parking', 'Security']",1999,70 Grange Road,Lucky Realty Co. Pte Ltd (Far East),Tanglin / Holland (D10),,,,https://www.99.co/singapore/rent/property/grange-70-condo-qtBtYUi2AQPvuJYw4MrCVf#enquiry_position_7182#enquiry_source_Search,15 min (1611 m) from ,Orchard MRT,Grange 70,River Valley,,https://www.99.co/static/v3/icons/gym@3x.png,$3.76 psf,"$7,400/mo",Condo Whole Unit,"1,970",Freehold,20,"3, 4 BR",3,4
"['Basketball court', 'Gym', 'Sauna', 'Swimming pool', 'Jacuzzi', 'Playground', 'Fitness corner', 'Parking', '', '', '']",2007,3 Anthony Road,Golden Development Pte Ltd (Far East Oranisation),Orchard / River Valley (D9),,,,https://www.99.co/singapore/rent/property/orchard-scotts-condo-teNqqajkb6mCCQNXiq5wkD#enquiry_position_7183#enquiry_source_Search,5 min (299 m) from ,Newton MRT,Orchard Scotts,Newton,,https://www.99.co/static/v3/icons/basketball_court@3x.png,$4.42 psf,"$14,900/mo",Condo Whole Unit,"3,369",99 Years,387,"Studio, 1, 2, 3, 4, 5 BR",4,6
"['Clubhouse', 'Gym', 'Wading pool', 'Steam room', 'Playground', 'Parking', 'Security', 'Tennis court']",2014,42 Lakeside Drive,Keppel Land (Mayfair) Pte Ltd,Boon Lay / Jurong / Tuas (D22),,,,https://www.99.co/singapore/rent/property/the-lakefront-residences-condo-z6NaFDGcMbjswfkpSDN2JQ#enquiry_position_7184#enquiry_source_Search,5 min (207 m) from ,Lakeside MRT,The Lakefront Residences,Jurong West,,https://www.99.co/static/v3/icons/clubhouse@3x.png,$4.72 psf,"$3,400/mo",Condo Whole Unit,721,99 Years,629,"1, 2, 3, 4 BR",2,2
"['Clubhouse', 'Gym', 'Pool deck', 'Wading pool', 'Jacuzzi', 'Steam room', 'Playground', 'Parking', '', '', '']",2010,18 Marina Boulevard,"Keppel Land, Hong Kong Land, Cheung Kong Holdings Ltd",Boat Quay / Raffles Place / Marina (D1),,,,https://www.99.co/singapore/rent/property/marina-bay-residences-condo-DYP9DZMFb6V6YGcMSRZLJP#enquiry_position_7185#enquiry_source_Search,5 min (289 m) from ,Downtown MRT,Marina Bay Residences,None,,https://www.99.co/static/v3/icons/clubhouse@3x.png,$5.82 psf,"$6,200/mo",Condo Whole Unit,"1,066",99 Years,428,"1, 2, 3, 4, 5, 6, 7 BR",2,2
"['Basketball court', 'Gym', 'Pool deck', 'Swimming pool', 'Jacuzzi', 'Tennis court', 'Parking', 'Security']",2010,2 Mistri Road,Bs Shenton Pte Ltd,Chinatown / Tanjong Pagar (D2),,,,https://www.99.co/singapore/rent/property/lumiere-condo-F3XNgfPuuuwtQTuvvT3YaM#enquiry_position_7186#enquiry_source_Search,5 min (242 m) from ,Tanjong Pagar MRT,Lumiere,None,,https://www.99.co/static/v3/icons/basketball_court@3x.png,$4.44 psf,"$4,300/mo",Condo Whole Unit,969,99 Years,168,"Studio, 1, 2, 3, 4, 5 BR",2,2
"['Security', 'Parking']",2017,2 Gateway Drive,,Boon Lay / Jurong / Tuas (D22),,,,https://www.99.co/singapore/rent/property/j-gateway-condo-QoNymoMPSzAtEazzyCPD6U#enquiry_position_7187#enquiry_source_Search,5 min (178 m) from ,Jurong East MRT,J Gateway,Jurong East,,https://www.99.co/static/v3/icons/security@3x.png,$5.12 psf,"$2,700/mo",Condo Whole Unit,527,99 Years,738,"Studio, 1, 2, 3, 4, 5 BR",1,1
"['Security', 'Parking']",2007,28 Wilkie Road,,Orchard / River Valley (D9),,,,https://www.99.co/singapore/rent/property/sophia-flats-condo-Ke37Eb5DWjKKbhK6LPXrCa#enquiry_position_7188#enquiry_source_Search,10 min (456 m) from ,Rochor MRT,Sophia Flats,None,,https://www.99.co/static/v3/icons/security@3x.png,$4.67 psf,"$2,800/mo",Apartment Whole Unit,600,Freehold,19,1 BR,1,1
"['Swimming pool', 'Gym', 'Security', 'Bbq', 'Parking']",1997,101 Fernhill Road,Far East Organization,Tanglin / Holland (D10),,,,https://www.99.co/singapore/rent/property/orange-regency-condo-kJtN99zdb9ErSjpjaMM8E8#enquiry_position_7189#enquiry_source_Search,15 min (1070 m) from ,Stevens MRT,Orange Regency,Tanglin,,https://www.99.co/static/v3/icons/pool@3x.png,$3.94 psf,"$7,000/mo",Apartment Whole Unit,"1,776",Freehold,15,"3, 4 BR",4,3
"['Gym', 'Sauna', 'Swimming pool', 'Squash court', 'Playground', 'Parking', 'Security', 'Bbq', '']",1987,62 Farrer Road,Glory Realty Co Pte Ltd (Far East Organization),Tanglin / Holland (D10),,,,https://www.99.co/singapore/rent/property/spanish-village-condo-zPQDxMj2SbkB6GzLG5DRB6#enquiry_position_7190#enquiry_source_Search,5 min (347 m) from ,Farrer Road MRT,Spanish Village,Tanglin,,https://www.99.co/static/v3/icons/gym@3x.png,$2.5 psf,"$3,000/mo",Condo Whole Unit,"1,200",Freehold,226,"1, 2, 3 BR",2,2
"['Multi-purpose hall', 'Lounge', 'Pavilion', 'Hydrotherapy pool', 'Clubhouse', 'Jacuzzi', 'Gym', 'Pool deck', '', '', '', '', '', '', '', '', '', '']",2018,23 Marina Way,Ms Residential 1 Pte. Ltd. / Ms Residential 2 Pte. Ltd.,Boat Quay / Raffles Place / Marina (D1),,High (33 total),,https://www.99.co/singapore/rent/property/marina-one-residences-condo-3jgrEZ3mEYaRxVBCkdBRDN#enquiry_position_7191#enquiry_source_Search,5 min (160 m) from ,Marina Bay MRT,Marina One Residences,None,Sea view,https://www.99.co/static/v3/icons/multi_purpose_hall@3x.png,$5.59 psf,"$6,500/mo",Condo Whole Unit,"1,163",99 Years,1042,"Studio, 1, 2, 3, 4, 5, 6 BR",2,2
"['Swimming pool', 'Gym', 'Security', 'Bbq', 'Parking']",1997,101 Fernhill Road,Far East Organization,Tanglin / Holland (D10),,,,https://www.99.co/singapore/rent/property/orange-regency-condo-En3cZRz8A2C2PEQme5S7mC#enquiry_position_7192#enquiry_source_Search,15 min (1070 m) from ,Stevens MRT,Orange Regency,Tanglin,,https://www.99.co/static/v3/icons/pool@3x.png,$3.94 psf,"$7,000/mo",Apartment Whole Unit,"1,776",Freehold,15,"3, 4 BR",4,4
"['Gym', 'Wading pool', 'Steam room', 'Parking', 'Security', 'Bbq']",2012,356 Alexandra Road,Ec Prime Pte Ltd,Alexandra / Commonwealth (D3),,,,https://www.99.co/singapore/rent/property/alexis-condo-ZuPfkdwLkfzmdq7wqS3hPf#enquiry_position_7193#enquiry_source_Search,10 min (380 m) from ,Queenstown MRT,Alexis,Queenstown,,https://www.99.co/static/v3/icons/gym@3x.png,$5.37 psf,"$3,300/mo",Condo Whole Unit,614,Freehold,293,"Studio, 1, 2, 3, 5 BR",2,1
"['Multi-purpose hall', 'Lounge', 'Pavilion', 'Clubhouse', 'Jacuzzi', 'Gym', 'Pool deck', 'Concierge', '', '', '', '', '', '', '']",2018,23 Marina Way,Ms Residential 1 Pte. Ltd. / Ms Residential 2 Pte. Ltd.,Boat Quay / Raffles Place / Marina (D1),,,,https://www.99.co/singapore/rent/property/marina-one-residences-condo-6LLpcV6jMejfxj3VN5jkkf#enquiry_position_7194#enquiry_source_Search,5 min (160 m) from ,Marina Bay MRT,Marina One Residences,None,,https://www.99.co/static/v3/icons/multi_purpose_hall@3x.png,$9.78 psf,"$22,000/mo",Condo Whole Unit,"2,250",99 Years,1042,"Studio, 1, 2, 3, 4, 5, 6 BR",4,4
[],,8B Rochalie Drive,,Tanglin / Holland (D10),,,,https://www.99.co/singapore/rent/property/rochalie-residences-condo-K5PnyZnnUuqfs2Aff2FX2b#enquiry_position_7195#enquiry_source_Search,,,Rochalie Residences,Tanglin,,https://financialtribune.com/sites/default/files/styles/slideshow/public/field/image/17january/12_housing.jpg?itok=d06YPElv&c=951339708e83cdf3eb1f0b0e2a10dfe1,$4.42 psf,"$9,900/mo",Apartment Whole Unit,"2,239",-,6,3 BR,3,3
"['Infinity pool', 'Clubhouse', 'Basketball court', 'Gym', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Tennis court', '', '', '', '']",2009,93 Robertson Quay,Riverwalk Promenade Pte Ltd (Capitaland Residential),Orchard / River Valley (D9),,,,https://www.99.co/singapore/rent/property/rivergate-condo-RVoe4Xqk56AUMRUcFoyVqD#enquiry_position_7196#enquiry_source_Search,,,Rivergate,None,,https://www.99.co/static/v3/icons/pool@3x.png,$4.98 psf,"$7,500/mo",Apartment Whole Unit,"1,507",Freehold,545,"2, 3, 4 BR",3,3
"['Clubhouse', 'Function room', 'Pavilion', 'Basketball court', 'Water feature', 'Gym', 'Mini golf range', 'Swimming pool', '', '', '', '', '', '', '', '']",2010,112 Kim Seng Road,Lippo Land Corporation,Orchard / River Valley (D9),,,,https://www.99.co/singapore/rent/property/the-trillium-condo-GE8uATmhHzVoB5xWH2D976#enquiry_position_7197#enquiry_source_Search,20 min (2578 m) from ,Somerset MRT,The Trillium,None,,https://www.99.co/static/v3/icons/clubhouse@3x.png,$4.64 psf,"$6,500/mo",Condo Whole Unit,"1,400",Freehold,237,"2, 3, 4, 5 BR",2,2
"['Swimming pool', 'Gym', 'Security', 'Bbq', 'Parking']",2008,42 Cairnhill Road,Cairnhill Rock Pte Ltd,Orchard / River Valley (D9),,,,https://www.99.co/singapore/rent/property/tan-chin-tuan-mansion-condo-bsixan2Uz7HRLSbQEK9Qtd#enquiry_position_7198#enquiry_source_Search,15 min (1161 m) from ,Somerset MRT,Tan Chin Tuan Mansion,Newton,,https://www.99.co/static/v3/icons/pool@3x.png,$4.03 psf,"$16,000/mo",Condo Whole Unit,"3,972",Freehold,16,4 BR,4,4
"['Fun pool', 'Swimming pool', 'Jacuzzi', 'Tennis court', 'Bbq']",1998,175 Bencoolen Street,Wintrust Investment Pte Ltd (Wingtai),Beach Road / Bugis / Rochor (D7),,,,https://www.99.co/singapore/rent/property/burlington-square-condo-XC5w9rU9nb48e7YCvD4hWf#enquiry_position_7199#enquiry_source_Search,5 min (206 m) from ,Rochor MRT,Burlington Square,None,,https://www.99.co/static/v3/icons/pool@3x.png,$4.32 psf,"$3,800/mo",Apartment Whole Unit,880,99 Years,179,"1, 2, 3, 4 BR",2,2
"['Swimming pool', 'Gym', 'Security', 'Bbq', 'Parking']",1985,112 Holland Road,,Tanglin / Holland (D10),,,,https://www.99.co/singapore/rent/property/holland-mansion-condo-Wnz3SdXG5PJYoSUaANqSvG#enquiry_position_7200#enquiry_source_Search,15 min (963 m) from ,Holland Village MRT,Holland Mansion,Bukit Timah,,https://www.99.co/static/v3/icons/pool@3x.png,$3.46 psf,"$5,500/mo",Condo Whole Unit,"1,588",Freehold,117,3 BR,3,3
"['Clubhouse', 'Spa pavilion', 'Swimming pool', 'Wading pool', 'Playground', 'Fitness corner', 'Lap pool', 'Bbq']",2017,9 Cairnhill Road,CH Residential Pte Ltd & CH Commercial Pte Ltd,Orchard / River Valley (D9),,,,https://www.99.co/singapore/rent/property/cairnhill-nine-condo-Qk4SMqbtTWydDECTfKhxfC#enquiry_position_7201#enquiry_source_Search,10 min (416 m) from ,Somerset MRT,Cairnhill Nine,Orchard,,https://www.99.co/static/v3/icons/clubhouse@3x.png,$6.29 psf,"$6,500/mo",Condo Whole Unit,"1,033",99 Years,268,"Studio, 1, 2, 3 BR",2,2
"['Gym', 'Sauna', 'Swimming pool', 'Jacuzzi', 'Parking', 'Security', 'Bbq', 'Sky terrace']",2008,18 Tong Watt Road,Csa Venture Pte Ltd,Orchard / River Valley (D9),,,,https://www.99.co/singapore/rent/property/robertson-edge-condo-PuJDisNKaVCLvp3W8GtXxA#enquiry_position_7202#enquiry_source_Search,20 min (1661 m) from ,Somerset MRT,Robertson Edge,River Valley,,https://www.99.co/static/v3/icons/gym@3x.png,$6.48 psf,"$3,000/mo",Apartment Whole Unit,463,999 Years,70,"1, 2 BR",1,1
"['Fun pool', 'Clubhouse', 'Gym', 'Pool deck', 'Viewing deck', 'Lounge', 'Swimming pool', 'Jacuzzi', '', '', '', '', '']",2018,25 Fernvale Close,"Watervine Homes Pte Ltd (Frasers Centrepoint Homes,Sekisui House,Far East Organization)",Seletar / Yio Chu Kang (D28),,,,https://www.99.co/singapore/rent/property/rivertrees-residences-condo-AijnGWcZL3oqG34Rvg3WnJ#enquiry_position_7203#enquiry_source_Search,5 min (196 m) from ,Layar MRT,Rivertrees Residences,Sengkang,,https://www.99.co/static/v3/icons/pool@3x.png,$4 psf,"$2,800/mo",Apartment Whole Unit,700,99 Years,495,"Studio, 1, 2, 3, 4 BR",2,2
"['Gym', 'Sauna', 'Swimming pool', 'Jacuzzi', 'Parking', 'Security', 'Lap pool']",2011,21 Mccallum Street,Natwest Development Pte Ltd (Far East Organization),Boat Quay / Raffles Place / Marina (D1),,,,https://www.99.co/singapore/rent/property/the-clift-condo-byAFjjcPzdaWsAABYdHeGj#enquiry_position_7204#enquiry_source_Search,5 min (329 m) from ,Telok Ayer MRT,The Clift,None,,https://www.99.co/static/v3/icons/gym@3x.png,$6.06 psf,"$4,700/mo",Apartment Whole Unit,775,99 Years,312,"Studio, 1, 2 BR",1,1
